date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:42:16	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:21%20GMT	https://adoptable-template.webflow.io/robots.txt		(from )
19:42:17	77556/77556	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2001:42:21%20GMT	https://adoptable-template.webflow.io/	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/index.html	(from )
19:42:17	259365/259365	---M-Z	200	added ('OK')	text/css	etag:%22bad96b584771800353631d554cd6e594%22	https://uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/css/adoptable-template.webflow.9c940ae01.css	C:/Users/ramir/Escritorio/winhtt/copia/uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/css/adoptable-template.webflow.9c940ae01.css	(from https://adoptable-template.webflow.io/)
19:42:17	13188/13188	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	C:/Users/ramir/Escritorio/winhtt/copia/ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	(from https://adoptable-template.webflow.io/)
19:42:18	757/757	---M--	200	added ('OK')	image/png	etag:%22b8b05ba0515dfe2a91b75448145fae5e%22	https://uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/5f4f9455f0f9e08cdea3fe58_Adoptable_A_Favicon_32x32.png	C:/Users/ramir/Escritorio/winhtt/copia/uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/5f4f9455f0f9e08cdea3fe58_Adoptable_A_Favicon_32x32.png	(from https://adoptable-template.webflow.io/)
19:42:18	4466/4466	---M--	200	added ('OK')	image/png	etag:%22356f415977634e722066a6690c84a44a%22	https://uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/5f4f946c019ce790ae43aa69_Adoptable_A_Favicon_256x256.png	C:/Users/ramir/Escritorio/winhtt/copia/uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/5f4f946c019ce790ae43aa69_Adoptable_A_Favicon_256x256.png	(from https://adoptable-template.webflow.io/)
19:42:18	54368/54368	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2001:42:23%20GMT	https://adoptable-template.webflow.io/adopt-a-dog	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/adopt-a-dog.html	(from https://adoptable-template.webflow.io/)
19:42:18	51355/51355	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2001:42:23%20GMT	https://adoptable-template.webflow.io/adopt-a-cat	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/adopt-a-cat.html	(from https://adoptable-template.webflow.io/)
19:42:19	50964/50964	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2001:42:23%20GMT	https://adoptable-template.webflow.io/ways-to-help	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/ways-to-help.html	(from https://adoptable-template.webflow.io/)
19:42:19	41865/41865	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2001:42:23%20GMT	https://adoptable-template.webflow.io/blog	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/blog.html	(from https://adoptable-template.webflow.io/)
19:42:19	38783/38783	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2001:42:24%20GMT	https://adoptable-template.webflow.io/contact-us	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/contact-us.html	(from https://adoptable-template.webflow.io/)
19:42:19	49140/49140	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2001:42:24%20GMT	https://adoptable-template.webflow.io/donate	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/donate.html	(from https://adoptable-template.webflow.io/)
19:42:20	92664/92664	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2001:42:24%20GMT	https://adoptable-template.webflow.io/checkout	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/checkout.html	(from https://adoptable-template.webflow.io/)
19:42:20	41155/41155	---M--	200	added ('OK')	image/jpeg	etag:%22f542433eb99b6a3725d1a25f94833801%22	https://uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/5f4f91ff23802a7607438566_Adoptable_photo-of-man-kissing-his-dog_Photo-by_Charles-Roth.jpg	C:/Users/ramir/Escritorio/winhtt/copia/uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/5f4f91ff23802a7607438566_Adoptable_photo-of-man-kissing-his-dog_Photo-by_Charles-Roth.jpg	(from https://adoptable-template.webflow.io/)
19:42:20	41005/41005	---M--	200	added ('OK')	image/jpeg	etag:%2282eead444a53e17f207e3c99aacce0af%22	https://uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/5f4f91ff23802a751e438565_Adoptable_Woman-Kissing-Grey-Kitten_Photo-by_tran-mau-tri-tam-unsplash.jpg	C:/Users/ramir/Escritorio/winhtt/copia/uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/5f4f91ff23802a751e438565_Adoptable_Woman-Kissing-Grey-Kitten_Photo-by_tran-mau-tri-tam-unsplash.jpg	(from https://adoptable-template.webflow.io/)
19:42:21	57989/57989	---M--	200	added ('OK')	image/jpeg	etag:%22851057b02ad2a296cc14c37e6d81a981%22	https://uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/5f4f91ff23802a2b60438564_Adoptable_dalmatian-licking-face-of-woman_Photo-by_Daria-Shevtsova.jpg	C:/Users/ramir/Escritorio/winhtt/copia/uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/5f4f91ff23802a2b60438564_Adoptable_dalmatian-licking-face-of-woman_Photo-by_Daria-Shevtsova.jpg	(from https://adoptable-template.webflow.io/)
19:42:21	39475/39475	---M--	200	added ('OK')	image/jpeg	etag:%22aae070da95e01b3549824c4cfd21f88d%22	https://uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/5f4f91ff23802a481f438568_Adoptable_man-carrying-his-dog_Photo-by_August-de-Richeli.jpg	C:/Users/ramir/Escritorio/winhtt/copia/uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/5f4f91ff23802a481f438568_Adoptable_man-carrying-his-dog_Photo-by_August-de-Richeli.jpg	(from https://adoptable-template.webflow.io/)
19:42:21	56353/56353	---M--	200	added ('OK')	image/jpeg	etag:%2248c2d034dea9480ecc4e42d4a0416877%22	https://uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/5f4f91ff23802a1d42438567_Adoptable_woman-with-ginger-cat-on-porch_Photo-by_sheri-hooley-unsplash.jpg	C:/Users/ramir/Escritorio/winhtt/copia/uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/5f4f91ff23802a1d42438567_Adoptable_woman-with-ginger-cat-on-porch_Photo-by_sheri-hooley-unsplash.jpg	(from https://adoptable-template.webflow.io/)
19:42:21	58620/58620	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2001:42:26%20GMT	https://adoptable-template.webflow.io/cat/fido	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/cat/fido.html	(from https://adoptable-template.webflow.io/)
19:42:21	45501/45501	---M--	200	added ('OK')	image/jpeg	etag:%222fae983a084911f0094fa921e0ab7a94%22	https://uploads-ssl.webflow.com/5f4f91ff23802a3d804383e9/5f4f91ff23802a29c84385c7_Adoptable_Cat%205_Pic%201_photo-of-british-shorthair-cat-sitting-on-grass-field.jpg	C:/Users/ramir/Escritorio/winhtt/copia/uploads-ssl.webflow.com/5f4f91ff23802a3d804383e9/5f4f91ff23802a29c84385c7_Adoptable_Cat%205_Pic%201_photo-of-british-shorthair-cat-sitting-on-grass-field.jpg	(from https://adoptable-template.webflow.io/)
19:42:22	58461/58461	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2001:42:26%20GMT	https://adoptable-template.webflow.io/cat/marcia	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/cat/marcia.html	(from https://adoptable-template.webflow.io/)
19:42:22	32645/32645	---M--	200	added ('OK')	image/jpeg	etag:%2211ada4ca4b2d3c18e9c7fdea9a2b7dd4%22	https://uploads-ssl.webflow.com/5f4f91ff23802a3d804383e9/5f4f91ff23802a116e4385ca_Adoptable_Cat%203_Pic%203_white-and-brown-van-cat-on-wooden-table-with-teacup.jpg	C:/Users/ramir/Escritorio/winhtt/copia/uploads-ssl.webflow.com/5f4f91ff23802a3d804383e9/5f4f91ff23802a116e4385ca_Adoptable_Cat%203_Pic%203_white-and-brown-van-cat-on-wooden-table-with-teacup.jpg	(from https://adoptable-template.webflow.io/)
19:42:22	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:26%20GMT	https://adoptable-template.webflow.io/cat/milo	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/cat/milo	(from https://adoptable-template.webflow.io/)
19:42:22	115367/115367	---M--	200	added ('OK')	image/jpeg	etag:%227f52a7dcf8a0fc7c51d85247cde9638a%22	https://uploads-ssl.webflow.com/5f4f91ff23802a3d804383e9/5f4f91ff23802acbf5438599_Cat%202_Pic%201_grey-american-shorthair-kitten-on-wooden-floor-photo%20by_d-ng-nhan.jpg	C:/Users/ramir/Escritorio/winhtt/copia/uploads-ssl.webflow.com/5f4f91ff23802a3d804383e9/5f4f91ff23802acbf5438599_Cat%202_Pic%201_grey-american-shorthair-kitten-on-wooden-floor-photo%20by_d-ng-nhan.jpg	(from https://adoptable-template.webflow.io/)
19:42:22	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:27%20GMT	https://adoptable-template.webflow.io/dog/missy	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/dog/missy	(from https://adoptable-template.webflow.io/)
19:42:23	68751/68751	---M--	200	added ('OK')	image/jpeg	etag:%22f2f5b08bc1b2dcdb047c9a76840a7066%22	https://uploads-ssl.webflow.com/5f4f91ff23802a3d804383e9/5f4f91ff23802a2d1a4384e8_Adoptable-Webflow-Theme_Dog%207_Pic%201_white-samoyed_puppy_Photo%20by_wildlittlethingsphoto.jpg	C:/Users/ramir/Escritorio/winhtt/copia/uploads-ssl.webflow.com/5f4f91ff23802a3d804383e9/5f4f91ff23802a2d1a4384e8_Adoptable-Webflow-Theme_Dog%207_Pic%201_white-samoyed_puppy_Photo%20by_wildlittlethingsphoto.jpg	(from https://adoptable-template.webflow.io/)
19:42:23	60583/60583	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2001:42:27%20GMT	https://adoptable-template.webflow.io/dog/polly	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/dog/polly.html	(from https://adoptable-template.webflow.io/)
19:42:23	70966/70966	---M--	200	added ('OK')	image/jpeg	etag:%22a22200264cf64e7d659f4b4768ebfddb%22	https://uploads-ssl.webflow.com/5f4f91ff23802a3d804383e9/5f4f91ff23802a53f94384af_Dog%205_Pic%201_brown-and-white-short-haired-pointer-dog-close-up_photo%20by%20wildlittlethingsphoto.jpg	C:/Users/ramir/Escritorio/winhtt/copia/uploads-ssl.webflow.com/5f4f91ff23802a3d804383e9/5f4f91ff23802a53f94384af_Dog%205_Pic%201_brown-and-white-short-haired-pointer-dog-close-up_photo%20by%20wildlittlethingsphoto.jpg	(from https://adoptable-template.webflow.io/)
19:42:23	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:28%20GMT	https://adoptable-template.webflow.io/dog/freddie	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/dog/freddie	(from https://adoptable-template.webflow.io/)
19:42:24	33414/33414	---M--	200	added ('OK')	image/jpeg	etag:%220bd6663fa67a2785bdbfc766ad442ec0%22	https://uploads-ssl.webflow.com/5f4f91ff23802a3d804383e9/5f4f91ff23802a573c4385cd_Adoptable_Dog%204_Pic%201_short-coated-black-and-white-border-terrier-cross-dog-sitting-on-stairs.jpg	C:/Users/ramir/Escritorio/winhtt/copia/uploads-ssl.webflow.com/5f4f91ff23802a3d804383e9/5f4f91ff23802a573c4385cd_Adoptable_Dog%204_Pic%201_short-coated-black-and-white-border-terrier-cross-dog-sitting-on-stairs.jpg	(from https://adoptable-template.webflow.io/)
19:42:24	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:28%20GMT	https://adoptable-template.webflow.io/post/starting-your-new-friendship-off-on-the-right-paw	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/post/starting-your-new-friendship-off-on-the-right-paw	(from https://adoptable-template.webflow.io/)
19:42:24	35822/35822	---M--	200	added ('OK')	image/jpeg	etag:%2295d16ff7bfda8dac8a2e5bd2b9227754%22	https://uploads-ssl.webflow.com/5f4f91ff23802a3d804383e9/5f4f91ff23802a556d4385bd_Adoptable_Couple-with-new-dog_Square_Photo-by-Helena-Lopes.jpg	C:/Users/ramir/Escritorio/winhtt/copia/uploads-ssl.webflow.com/5f4f91ff23802a3d804383e9/5f4f91ff23802a556d4385bd_Adoptable_Couple-with-new-dog_Square_Photo-by-Helena-Lopes.jpg	(from https://adoptable-template.webflow.io/)
19:42:24	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:29%20GMT	https://adoptable-template.webflow.io/blog-category/adopting-a-pet	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/blog-category/adopting-a-pet	(from https://adoptable-template.webflow.io/)
19:42:24	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:29%20GMT	https://adoptable-template.webflow.io/post/all-the-things-to-consider-when-choosing-child-friendly-pets	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/post/all-the-things-to-consider-when-choosing-child-friendly-pets	(from https://adoptable-template.webflow.io/)
19:42:25	28597/28597	---M--	200	added ('OK')	image/jpeg	etag:%22c1151b75d4ffc9a51eaf80bb85483c5d%22	https://uploads-ssl.webflow.com/5f4f91ff23802a3d804383e9/5f4f91ff23802a566a4385b8_Adoptable_family-with-little-dog_Photo-by-Ketut-Subiyanto.jpg	C:/Users/ramir/Escritorio/winhtt/copia/uploads-ssl.webflow.com/5f4f91ff23802a3d804383e9/5f4f91ff23802a566a4385b8_Adoptable_family-with-little-dog_Photo-by-Ketut-Subiyanto.jpg	(from https://adoptable-template.webflow.io/)
19:42:25	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:29%20GMT	https://adoptable-template.webflow.io/post/12-reasons-to-adopt-dont-shop	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/post/12-reasons-to-adopt-dont-shop	(from https://adoptable-template.webflow.io/)
19:42:25	26234/26234	---M--	200	added ('OK')	image/jpeg	etag:%22c39c4bb2d4bd5aaac1c96f89b7afea73%22	https://uploads-ssl.webflow.com/5f4f91ff23802a3d804383e9/5f4f91ff23802a47194385af_Adoptable_person-touching-brown-puppy_Square_Photo-by-Helena.jpg	C:/Users/ramir/Escritorio/winhtt/copia/uploads-ssl.webflow.com/5f4f91ff23802a3d804383e9/5f4f91ff23802a47194385af_Adoptable_person-touching-brown-puppy_Square_Photo-by-Helena.jpg	(from https://adoptable-template.webflow.io/)
19:42:25	67378/67378	---M--	200	added ('OK')	image/jpeg	etag:%22637bcfc47e658a6d90f51c6f4d358155%22	https://uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/5f4f91ff23802a7dc14384b2_Adobtable_Testimonial_Image-1.jpg	C:/Users/ramir/Escritorio/winhtt/copia/uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/5f4f91ff23802a7dc14384b2_Adobtable_Testimonial_Image-1.jpg	(from https://adoptable-template.webflow.io/)
19:42:26	47684/47684	---M--	200	added ('OK')	image/jpeg	etag:%223b16f0572f2ce079e0d95b0377423d7c%22	https://uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/5f4f91ff23802a23b24384b3_Adobtable_Testimonial_Image-2.jpg	C:/Users/ramir/Escritorio/winhtt/copia/uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/5f4f91ff23802a23b24384b3_Adobtable_Testimonial_Image-2.jpg	(from https://adoptable-template.webflow.io/)
19:42:26	71177/71177	---M--	200	added ('OK')	image/jpeg	etag:%22aaa5c1421d4c8c383409bd6244c7aa0a%22	https://uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/5f4f91ff23802af2b14384b4_Adobtable_Testimonial_Image-3.jpg	C:/Users/ramir/Escritorio/winhtt/copia/uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/5f4f91ff23802af2b14384b4_Adobtable_Testimonial_Image-3.jpg	(from https://adoptable-template.webflow.io/)
19:42:26	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:30%20GMT	https://adoptable-template.webflow.io/template/style-guide	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/template/style-guide	(from https://adoptable-template.webflow.io/)
19:42:26	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:31%20GMT	https://adoptable-template.webflow.io/template/licences	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/template/licences	(from https://adoptable-template.webflow.io/)
19:42:26	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:31%20GMT	https://adoptable-template.webflow.io/template/changelog	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/template/changelog	(from https://adoptable-template.webflow.io/)
19:42:27	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=5f4f91ff23802a48574383ea	C:/Users/ramir/Escritorio/winhtt/copia/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8d3c2.js	(from https://adoptable-template.webflow.io/)
19:42:27	1446536/1446536	---M-Z	200	added ('OK')	text/javascript	etag:%22d72611873cf92329955dc62bc185c03f%22	https://uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/js/webflow.d3e0328fb.js	C:/Users/ramir/Escritorio/winhtt/copia/uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/js/webflow.d3e0328fb.js	(from https://adoptable-template.webflow.io/)
19:42:28	29066/29066	---M--	200	added ('OK')	image/png	etag:%22195a257c69faa1b3bd57cdbac00aaf6c%22	https://uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/5f54db0b0ca0f7307c32ac3d_Furry%20Pattern_Groomed%20Cat-01-01.png	C:/Users/ramir/Escritorio/winhtt/copia/uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/5f54db0b0ca0f7307c32ac3d_Furry%20Pattern_Groomed%20Cat-01-01.png	(from https://uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/css/adoptable-template.webflow.9c940ae01.css)
19:42:28	30220/30220	---M--	200	added ('OK')	image/png	etag:%22b0f92be37f799a97832771783b15ba26%22	https://uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/5f54db36aafc2a0de35db8f2_Furry%20Pattern_Wet%20Dog-01.png	C:/Users/ramir/Escritorio/winhtt/copia/uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/5f54db36aafc2a0de35db8f2_Furry%20Pattern_Wet%20Dog-01.png	(from https://uploads-ssl.webflow.com/5f4f91ff23802a48574383ea/css/adoptable-template.webflow.9c940ae01.css)
19:42:28	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:33%20GMT	https://adoptable-template.webflow.io/dog-tags/needs-a-home-based-owner	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/dog-tags/needs-a-home-based-owner	(from https://adoptable-template.webflow.io/adopt-a-dog)
19:42:29	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:33%20GMT	https://adoptable-template.webflow.io/dog-tags/can-be-left-alone	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/dog-tags/can-be-left-alone	(from https://adoptable-template.webflow.io/adopt-a-dog)
19:42:29	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:33%20GMT	https://adoptable-template.webflow.io/dog-tags/is-fine-alone-sometimes	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/dog-tags/is-fine-alone-sometimes	(from https://adoptable-template.webflow.io/adopt-a-dog)
19:42:29	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:33%20GMT	https://adoptable-template.webflow.io/dog-tags/is-lead-trained	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/dog-tags/is-lead-trained	(from https://adoptable-template.webflow.io/adopt-a-dog)
19:42:29	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:34%20GMT	https://adoptable-template.webflow.io/dog-tags/is-energetic	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/dog-tags/is-energetic	(from https://adoptable-template.webflow.io/adopt-a-dog)
19:42:29	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2015%20Oct%202023%2001:42:34%20GMT	https://adoptable-template.webflow.io/dog-tags/is-easy-going	C:/Users/ramir/Escritorio/winhtt/copia/adoptable-template.webflow.io/dog-tags/is-easy-going	(from https://adoptable-template.webflow.io/adopt-a-dog)
